REF	OUTPUT	F1	EM	chrf	bleu
Children and youngsters are always welcome to pop in and have a go during Wednesday's class. They can choose from children's dancing/jazz, video clip dancing and hip-hop.	Children and young people can sniff always on Wednesdays child dance / jazz dance, Bambini-ballet, Videoclip-Dancing and hip-hop into the education in the classroom.	0.07272727272727274	0.0	44.92292847765461	2.9042868374830566
The fact that Seehofer has now announced that he will discuss this topic again is an important sign.	In this respect, it is an important signal that Seehofer has now announced to speak again on the subject.	0.375	0.25	52.3014154335426	37.50000000000001
Three months ago the sale of Twitch to Google's video service, for a cool billion, looked all wrapped up, and the pairing seemed natural.	Three months ago, it looked as if the sale of Twitch decided to Google's video service for a cool billion. The cooperation also appeared, of course.	0.6476190476190476	0.42857142857142855	60.64053310681294	54.04908503639225
The sources asked not to be identified because the negotiations are not public.	The sources asked to remain anonymous, because the negotiations are not public.	0.7	0.5	89.79913624862914	57.986788803078426
The tweet was later deleted, followed by another from Perry's account that disavowed the post.	The Tweet later was deleted and replaces by another of Perrys user account, that contested the prior.	0.41666666666666663	0.25	64.98986523697829	37.50000000000001
A particularly attractive sight will be the 25 festival women in their Dirndls.	A particularly beautiful sight the 25 fixed ladies with their Dirndln will be.	0.25	0.25	47.453107614022414	25.00000000000001
The more grown up ones played on the football table or took part in a skateboard workshop, which the Goodfoot-Crew from Salzwedel had organized.	The larger used the Kickertische or were involved in a Skateboard workshop that the Goodfoot Crew aligned out of salt frond.	0.16666666666666666	0.16666666666666666	40.08129409171075	16.666666666666675
'This tragedy changed my life but it surely did not break it,' she said defiantly.	"This tragedy changed my life, but it did not break me," she says tear.	0.8333333333333333	0.5	92.33870967741936	75.00000000000001
Actor Seth Rogen lashed out at the hacker, tweeting: "Posting pics hacked from a cell phone is really no different than selling stolen merchandise."	Actor Seth Rogen condemned the hacker in his tweet: "To post "chopped pictures from a mobile is not anything different than the sale of receiver of stolen goods product."	0.4	0.4	52.44525932297936	40.000000000000014
To still be harping on about WHAT HAPPENED, IF IT HAPPENED, as though it happened, if it happened, yesterday, is to sap the country of its essential life force.	When one rides out wider on the, WHAT HAPPENED IF IT HAS HAPPENED as if it would have happened yesterday if it had happened means, to take his essential vitality the country.	0.3	0.2	39.18840388103469	23.246679154751
Analyst consensus is for full-year pre-tax profit of £450m.	Analysts estimate in the annual pre-tax profit to £450 million.	0.028571428571428574	0.0	33.548854485836806	0.7889139690770673
Sheriff Charles Macnair QC set a trial date in January.	Sheriff Charles Macnair QC continued the procedure for January.	0.7142857142857143	0.5	74.01713224614588	64.86508893753404
After winter delivered an early dose of spring last week, temperatures dropped again on Monday to a high of just 15.8C in the city.	After last week's winter had ensured an early dose of spring, temperatures in the city fell again on Monday to a maximum of just 15.8 ° C.	0.5555555555555556	0.4444444444444444	60.04827643876794	49.00550985901297
How, exactly, will Amazon capitalise on this?	And exactly how Amazon wants to make money from it?	1.0	1.0	100.0	100.00000000000004
"We shall see each other in 2015, hopefully with nice weather, on either 30 August, or on another weekend", the riders promised, but whatever the weather, they will return to Münsterland, and the organizers will plan a repeat.	"We see us in 2015 again hopefully nice weather on August 30 or during a different weekend" cyclists promised but still in the Münsterland countryside to come back and the organisers are planning a new edition.	0.48456790123456783	0.3333333333333333	57.47581622246498	40.863236973808874
As competitors circle ever closer and new technology challenges cosy old certainties, the imminent negotiation of the licence fee is fraught with especial danger for the BBC.	While the competition approaches and new technologies threaten the old, comfortable certainties, the upcoming negotiation of the royalties for the BBC is connected with special dangers.	0.26071428571428573	0.125	48.18273604826282	18.168779859679702
Advertisements, documentaries, TV series and parts in films consumed his next decade but after his 2008 BBC series, LennyHenry.tv, he thought: "What are you going to do next, Len, because it all feels a bit like you're marking time or you're slightly going sideways."	Advertising, documentaries, TV series and film roles have influenced his next decade, but after his left LennyHenry.tv 2008 he thought: "What are you doing next, Len, because it all feels like you just have the time to sit around or play a bit on the spot."	0.33234714003944776	0.3076923076923077	46.20047270901959	31.31802117730944
The festival band will be Berngau brass band.	Fixed chapel is the brass band Berngau.	0.6666666666666666	0.6666666666666666	69.49152542372882	66.6666666666667
And then shook his hand.	The hand and shook it then.	1.0	1.0	100.0	100.00000000000004
Stewart skipped three NASCAR Sprint Cup races after his car struck and killed a fellow driver in a dirt-track race in upstate New York.	Stewart has three NASCAR Sprint Cup after his car another driver in a Aschenbahnrennen in the north of the State of New York, and killed, race.	0.0	0.0	0.0	0.0
Leave your sister alone.	Leave your sister in peace.	1.0	1.0	100.0	100.00000000000004
Karratha Police have charged a 20-year-old man with failing to stop and reckless driving.	The police of Karratha accuse a 20-year old man of the nonobservance of a stop signal as well as inconsiderate driving.	0.1	0.0	40.82747134250491	5.503212081491045
Tony Stewart's return to the track has ended only a little over halfway through his race at Atlanta Motor Speedway.	Tony Stewart to return to the circuit ended about halfway through his race at the Atlanta Motor Speedway.	0.3	0.2	43.84067820112938	30.000000000000007
Henry delivered 20 lines of Othello's last speech for the documentary and he was hooked.	Henry introduced 20 lines from Othellos last speech for the documentary and he was thrilled.	0.7333333333333333	0.6	66.5866805772909	67.35758882342887
In 2011, one of Abbott's patients arrived at his GP's surgery with similar symptoms to him, and was subsequently diagnosed with mesothelioma.	2011 came a patient Abbotts with similar symptoms in its practice and with mesothelioma were later made a diagnosis.	0.0	0.0	0.0	0.0
And anyone, for example, who still has an old CRT TV in their living room, is merely announcing to the world that they're not interested in TVs!	And who, for example, still has a CRT television sets in the living room, simply saying that he basically rejects television.	0.3	0.2	31.718279233433076	22.70670566473226
The military plays an important role in Pakistan and has taken power by force several times in the past.	The military plays an important role in Pakistan and already more frequently revolted.	0.38095238095238093	0.2857142857142857	42.40783071447512	33.826849159592044
A further 5mm of rain fell on the city in the evening up to 9pm, following the 6.6mm that fell overnight on Sunday.	At the evening until 21 o 'clock further 5mm of rain fell on the city, after 6,6mm which had come down already in the night to the Sunday.	0.0	0.0	0.0	0.0
"This exercise will contribute significantly to the rationalization of the public service by determining the actual numbers of public servants and will also be used to cleanse the payroll at both levels of government- hence bring a stop to the issue of 'ghost workers'," said Anne Waiguru, the cabinet secretary in the Ministry of Devolution and Planning.	"Through this action is contributed substantially to the rationalization of the public service in that the actual amount of the official is assessed and also the salary list on both government plains settled becomes - so are eliminated the" spirit employees", said" Anne Waiguru, the cabinet secretary in the ministry for decentralization and planning.	0.3996503496503496	0.3076923076923077	43.20879772882514	33.15850848629371
And it's clear we are dealing with an authoritarian regime.	And it is clear that we are dealing with an authoritarian regime.	1.0	1.0	100.0	100.00000000000004
And those defending themselves from claims know they have time on their side, which the claimants certainly do not.	And that that defend themselves against claims do not know that the time is for it, but very certainly with the complainants.	0.25	0.25	39.18720935786396	25.00000000000001
Norwegian Cruise went public in January 2013.	Norwegian Cruise went to the stock market in January 2013.	1.0	1.0	100.0	100.00000000000004
You can save more than 80 per cent of the cost of buying a book new.	You can save more than 80 percent of the cost of a new book purchases.	0.44444444444444436	0.0	56.136925230253496	32.10259053997009
Nevertheless, the head of NATO accused Russia of "a flagrant breach" of the agreement.	However, Russia accused the NATO-Chef "of a glaring fault line" of the agreement.	0.6	0.6	65.98421625544266	60.00000000000002
A further 5mm of rain fell on the city in the evening up to 9pm, following the 6.6mm that fell overnight on Sunday.	In the evening until 9.00 p.m. another 5mm of rain fell on the city, after 6,6mm, which were already on the night of Sunday.	0.0	0.0	0.0	0.0
The motorcycle was seized and impounded for three months.	The motorcycle was seized and confiscated for three months.	1.0	1.0	100.0	100.00000000000004
"We wanted to show a positive reaction", the defender Thomas Schrammel said, whose magnificent and skillful corner in the 14th minute set them on a winning course.	"We wanted to show a positive response," said foreign defender Thomas Schrammel, with its splendid leadership-volley from Sechzehnereck has asked the course to victory in the 14th minute.	0.47222222222222215	0.16666666666666666	47.880638773287615	39.46465735285738
In almost every case, the cause is exposure to asbestos - a fibrous building material once dubbed "miraculous," but now known to be mortally dangerous.	In almost all cases, the trigger is a asbestos - contact with the Faserbaustoff, once known as "Wunderstoff."	0.0	0.0	9.012224627248404	0.0
This is not what Beijing promised.	That is not that what had promised Beijing.	1.0	1.0	100.0	100.00000000000004
My concern is that, if we are not forewarned, we will find ourselves repeating the mistakes that led to WHAT HAPPENED, IF IT HAPPENED, in the first place.	My concern is that without notice of us, we may find, as we repeat the mistakes that led to disclose what will happen if IT IS done in the first place.	0.07417582417582419	0.0	23.32427032302944	1.7092080137086547
Two similar projects, which are well under way in Austria and France, show that this idea is no easy task.	Two similar, already far advanced projects in Austria and France would show that this idea is not a pipe dream.	0.5238095238095238	0.42857142857142855	53.78532602663774	48.11256344530634
Despite improving tele-medicine services to lessen the tyranny of distance, she suggested more fly-in, fly-out services to allow specialists to treat women closer to home and programs to support people in treatment away from their communities could help.	In spite of the improvement of the telemedizinischen services in order to oppose the distances somewhat, proposed it as a possible remedy a strengthening of the service of flown in physicians in order to give specialists the possibility, to furnish women poet at its place of residence, as well as treatment programs for people outside of its region.	0.2424242424242424	0.09090909090909091	41.39912581323378	19.152925014536898
France's Socialists should 'shut up and sort France out', Francois Hollande's key ally says	The socialists in France should "keep quiet and tidy up France", the most important ally of Francois Hollande said.	0.625	0.5	75.30922625124394	62.500000000000014
However, Petershausen continued to grow, and so the children and their teachers, from September 1982 onwards, could move into the present-day building, which has since been extended, after Richter took his retirement.	But Petershausen grew, and so the children and their teachers of the extended to judge retirement in 1997, the present building from September 1982.	0.5285714285714286	0.2857142857142857	57.393877642518724	46.66094908248861
And jazz was wit expressed musically.	And Jazz was musical ausgedrückter intelligence.	0.5	0.5	53.78787878787879	50.00000000000002
The trust faces in two directions: inwards as the upper tier of the BBC's own management hierarchy, but also outwards as the voice of public concern and disquiet when things go awry.	The confidence acts in two directions: inward on the first guard of the own management hierarchy in the BBC, in addition, outward as voice of public concern and unrest, if the things run wrongly.	0.3939393939393939	0.18181818181818182	48.17793169538939	31.477378157901203
The new chairperson should be in Wolfratshausen.	The new chairman should be a wolf council houses.	0.0	0.0	23.181841680582707	0.0
At the cost of the council, Richter bought two pairs of boxing gloves, and then let the two antagonists fight it out, even if this did occasionally produce a black-eye.	At the expense of the congregation, judges had the opportunity to buy two pairs of gloves, and let the two rivals compete against each other, even if there was a violet.	0.23809523809523808	0.14285714285714285	25.83871842830218	19.541134873877755
The festival band will be Berngau brass band.	Festkapelle is the brass band Bern district.	0.3333333333333333	0.3333333333333333	40.89109798399251	33.33333333333335
"However, the photo was put up in error and has since been removed," a spokeswoman for the company said.	"The photo was mistakenly released, however, and was now removed," said a spokeswoman for the company.	0.75	0.75	76.3157894736842	75.00000000000003
Annual pre-tax profits rose 40 per cent year on year to £380m, on revenues up 18 per cent to £1.6bn.	The annual input tax result changed annually 40 percent onto 280 million £, the turnover about 18 percent on 1.6 billion £.	0.03333333333333333	0.0	22.155517144423325	2.527211082135972
This is an almost untenable duopoly calling for complete root-and-branch reform.	This creates an almost unsustainable duopoly, which requires a full comprehensive reform.	0.2	0.0	26.118839425947876	13.758030203727612
I thought I'd be in a wheelchair at 18 and dead by the time I was 25 and in between gradually lose all my ability.	I thought that I with 18 in a wheelchair would be 25 die and lose slowly all my skills in between would.	0.4	0.4	42.19986642177325	40.000000000000014
Seehofer has demanded loyalty to the coalition following criticism of the tolls from members of the CDU.	Seehofer had requested because of the toll criticism from the ranks of the CDU coalition loyalty.	0.5555555555555555	0.3333333333333333	67.12773163019938	50.00000000000001
Virginia has the lowest corporate income tax by far of the three jurisdictions (all of which have flat corporate rates) at 6 percent.	Virginia has the lowest corporate income taxes (in all three with 6 percent in all three areas, there are strong business rates).	0.5111111111111111	0.16666666666666666	44.10230316518277	37.97292214137679
Despite his kind eyes.	Despite his friendly eyes.	0.5	0.0	29.60009289031797	49.99999999999999
That is a good development, one that should make us happy, and this trend leads me to think that we should fight the NPD in the ballot box, and not in the constitutional court.	This is a welcome development in the right direction and a development that makes me more likely to come to the conclusion that the NPD fought politically and not before the Constitutional Court.	0.3703703703703704	0.3333333333333333	47.06219216954785	34.42787912267675
More than half of the District's tax revenue, 56 percent, comes from business taxes, while 36 percent of Maryland's revenue comes from firms.	More than half of the country " s tax revenue, 56%, comes from corporate taxes, while 36% of revenues come from companies.	0.22916666666666663	0.0	10.42349493672692	15.44698602928606
She worked for the chain for nine years, from 1978 to 1987, supervising clothes sections at two sites - one of which was the flagship store on Oxford Street.	They worked for the chain for nine years, from 1978 to 1987 and was responsible for the clothing department in two locations - one of the flagship store in Oxford Street.	0.6488095238095237	0.375	66.55508287570017	55.048528798354624
A consultant anaesthetist, he devoted his career to sparing the sick both the agonies of illness and the torments of treatment.	As a consulting Anästhesiearzt he devoted himself to the task of his career, the sick and the agony of the disease, as well as the anguish of the treatment to spare.	0.16666666666666666	0.0	27.002642829597047	13.758030203727607
Also, set your camera to match the type of photos or video you'll be shooting.	Adjust your camera also to the photos or videos, that you want to receive.	0.2222222222222222	0.0	61.04486953915546	16.666666666666664
Lawson, however, "managed to put a slightly better tint on things."	Lawson, however, made it "things to make them appear in a more positive light."	0.3333333333333333	0.3333333333333333	43.102664264436534	33.33333333333335
Whereas the castle friends, and the recently deceased Richard Dimbath right up until the bitter end, had their eyes on reconstructing the castle in the mountain forest, the castle club, with Sjöberg, want to "develop and bring the premises to life" in its original place.	While the Burgfreunde, the late Richard Dimbath, until the last time a reconstruction of the castle on the mountain massif, has been in the forefront for the Burgverein, the "development und Erlebbarmachung" of the terrain is at the forefront.	0.16666666666666666	0.1111111111111111	23.170498974929455	16.66666666666667
The election of 2001 saw her take high office with a place on the council of the Left Wing Democrats, working in the foreign policy department and then becoming its head.	With the election in 2001 in the Parteirat of the left-wing, she rose to the high party politics, worked in the Foreign Affairs Department, whose head it soon became.	0.16666666666666666	0.1	21.097694503840348	13.466806371753176
He worked out a system of borrowing books from upperclassmen, offering nominal compensation to get them to delay selling them back.	He invented a temporary system for books of students higher Semester and offered a nominal compensation in order to delay the sale.	0.6666666666666666	0.5	68.22769161761053	62.500000000000014
Abbott felt empowered.	Abbott felt fortified	0.5	0.5	57.5	50.00000000000002
The Ukrainian President, Petro Poroschenko, had previously taken appropriate action personally due to the heavy defeats suffered by his army in the fight against the separatists, and announced changes to the senior leadership of the army without going into detail.	The Ukrainian President Petro Poroschenko was previously personal inferences from the heavy defeat of his army in the fight against the separatists and announced changes in the top leadership of the army, without giving details.	0.5185714285714286	0.4	68.9573969874818	47.66557527660628
The negotiations have been scheduled to take place next Saturday, the Russian Minister of Energy, Alexander Nowak, said on Monday.	The negotiations are scheduled for coming Saturday, said the Russian energy minister Alexander Nowak on Monday.	0.5952380952380951	0.42857142857142855	62.75676438072203	54.95258053107598
After two months. Manfred Richter was given a bed to sleep at the Red Cross Home in Bamberg, in a sleeping quarter that he shared with 15 fellow students.	After two months Manfred Richter got a sleep occasion in a red-cross-home in Bamberg: together with up to 15 schoolmates in a sleep hall.	0.5	0.5	52.26396869750075	50.00000000000002
"It was not an easy decision to make, but I've been thinking about it for months.	The decision was not easy for me, it matured over several months.	0.5833333333333333	0.0	44.78463482910435	49.99999999999999
However, Richter finished in sixth and joined the CSU.	But judges was continue to six and joined the CSU.	0.3333333333333333	0.3333333333333333	51.933618774225984	33.33333333333335
Lesotho military says no coup planned; PM stays in South Africa	Lesotho-military member says that no coup is planned; Prime Minister remains in South Africa	0.6	0.6	78.21389835220978	60.00000000000002
Asbestos fibres irritate the pleura and can cause cell mutations.	Irritate the Brustfell asbestos fibres and can trigger Zellmutationen.	0.3333333333333333	0.3333333333333333	62.998347724871586	33.33333333333335
Shooters are celebrating their 50th anniversary	Shooters celebrate their 50th anniversary	0.8333333333333333	0.5	60.73881749761725	68.39397205857215
Gordon Stewart is alleged to have knocked down the girl on a crossing in Pittenween in East Neuk.	Gordon Steward is accused of a girl on the transition to Pittenween to East Neuk to have started.	0.7	0.6	79.32446257446257	70.00000000000003
Much of that exposure, he says, is due to "normal occupation and weathering" of our buildings.	In his statement, a large proportion of these contacts is based on the "normal use and aging" of our buildings.	0.3333333333333333	0.25	39.19955101147989	28.993394401539213
And it is not just hospitals.	And it is not just hospitals.	0.0	0.0	8.547008547008547	0.0
Once a year I always go to the gym to recall those who remained there.	Once a year I always stayed in the gym to remind me of it there.	0.8333333333333333	0.5	87.11315280464217	75.00000000000001
Center back, Maximilian Karner thought the same: "It started off badly, but we then found our feet, and even scored a goal.	Inside defender Maximilian Karner looked like it: "It is a bad start, but we have only found and even made a gate.	0.3333333333333333	0.3333333333333333	41.666666666666664	33.33333333333335
One of London's most prominent property developers has warned that the housing market in southeast England has "reverted" to normal levels of activity.	One of the most prominent builders of London pointed out that the housing ''returned to normal levels in the south-east of England.	0.5833333333333334	0.375	59.99089715711165	51.788000565574954
Miami-based Norwegian Cruise operates 13 cruise ships in routes spanning North America, the Mediterranean, the Baltic, Central America and the Caribbean.	The enterprise Norwegian Cruise resident in Miami practices 13 cruise ships on routes between North America, the Mediterranean Sea, the Baltic Sea, Central America and the Caribbean.	0.39356060606060606	0.125	41.28844619347299	28.547838650152656
This is due to concerns that a toll would have a negative impact on small-scale border traffic to neighboring states.	Background are fears that a toll affected local border traffic with neighbouring countries.	0.44000000000000006	0.2	48.89674162120181	36.50963624447314
Jazz, too, without exactly being proscribed, wasn't played.	Jazz was not played, even if it were not directly forbidden.	0.0	0.0	0.0	0.0
But before that, even the fans could have kept the score.	Because before that also the guests could absolutely have chalked up.	0.0	0.0	6.289184952978056	0.0
The plane was scheduled to land just after 7.30pm but was hit by windshear - a sudden change in wind speed or direction over a short distance - and was forced to pull out.	The plane had to land shortly after 19:30, a sudden change in wind speed or direction over a short distance - was however hit by a shear wind - and had to start.	0.0	0.0	0.0	0.0
You're always telling a story and that's a great place to be.	It always tells a story, and that is great.	0.2	0.0	30.5630591434703	7.986788803078405
Exclusive extract from Howard Jacobson's acclaimed new novel about love and the letter 'J'	Exclusive excerpt from Howard Jacobson hochgelobtem new novel about love and the letter "J".	0.38	0.2	52.027715168782194	35.50321208149105
The move is likely to spark long-promised protests in Hong Kong's business district, as activists began planning and mobilizing within hours of the announcement.	This approach fired probably the long-planned protests in Hong Kong's business district, while activists in the planning and mobilization within a few hours after the announcement led the way.	0.6428571428571429	0.42857142857142855	71.90993056403718	52.87791296852498
But what is the past for if not to learn from it -	But to what serves the past, if we do not learn	1.0	1.0	100.0	100.00000000000004
When former First Lady Eleanor Roosevelt chaired the International Commission on Human Rights, which drafted the Universal Declaration of Human Rights that would in 1948 be adopted by the United Nations as a global covenant, Roosevelt and the drafters included a guarantee that "everyone has the right to form and to join trade unions for the protection of his interests."	When the earlier First lady Eleanor Roosevelt possessed the chair over the international human right commission, of which the general explanation of the human rights was sketched, how she was received 1948 by the United Nations than a worldwide agreement, Roosevelt and the other authors inserted a guarantee that "every is right the to form labor unions to the protection of its interests or to join" them.	0.4041420118343195	0.23076923076923078	49.001549454662	33.06653055688214
We have nothing to lose.	We do not have to lose anything.	0.0	0.0	0.0	0.0
As a result, the leader of the CSU, Horst Seehofer, warned about developing toll concepts in the cabinet against the Minister in charge.	CSU leader Horst Seehofer, then warned to develop toll concepts against the relevant ministers in the Cabinet.	0.6666666666666666	0.5714285714285714	71.96442245337494	64.2857142857143
The reasons for the over-crowding in the initial reception centres are mainly the sudden increase in numbers of those seeking help, as well as the fact that the authorities cannot make available enough places in suitable accommodation.	Reasons for the overcrowding in the reception are seeking the onslaught of aid - and the fact that the authorities cannot provide enough places in community facilities.	0.23523809523809525	0.1	28.596497285129864	18.308805470893276
Esme Nussbaum looked around her while Rabinowitz spoke.	ESME Nussbaum looked around while Rabinowitz was speaking.	1.0	1.0	100.0	100.00000000000004
When he died, on February 17 this year, he was 55.	When he died on 17 February this year, he was 55.	0.8333333333333333	0.5	70.9015064150097	63.00650237557225
Prior to the meeting, all parties used their appearance as a means of publicly announcing their demands.	In the forefield, all participants used its entrances to the public announcement of its demand.	0.1	0.0	39.02562930338648	9.999999999999998
Alone again, Ailinn Solomons looked at her feet.	When it was again alone, Ailinn Solomons looked at their feet.	1.0	1.0	100.0	100.00000000000004
"You don't need a lot to make beer: good water, grain and a zest for life", he added over lunch with the senior party member in Guangzhou.	"For beer does not need it a lot: He matched" good water, grain and high spirits, "during the lunch with the party-upper one in Guangzhou.	0.4732142857142857	0.375	55.00100787174826	40.54376170757907
And of course, the socializing isn't bad either.	Of course, the camaraderie.	0.0	0.0	4.545454545454545	0.0
The affable deputy party leader of Guangzhou hopes to visit Frankfurt next year for a partnership meeting.	The affable Vice Party Chief of Guangzhou is hoping that he can visit Frankfurt in the next year to a partnership meeting.	0.688888888888889	0.5	69.09316983343281	63.75803020372763
The TV station stopped broadcasting for approximately 40 minutes, but has since begun to broadcast again.	The station opened its operation for about 40 minutes, but it is now broadcast again.	0.7333333333333334	0.0	54.73552193248287	48.720505044203804
Treasure disagrees.	Treasure answers that in the negative.	0.0	0.0	10.299625468164795	0.0
It is impossible to know if this mismanagement will cost lives.	No one can know whether this mismanagement will cost lives.	0.8333333333333333	0.5	88.14531286911092	68.39397205857215
Georgy says now: 'It's important this can never happen again.	Mr says today: "It is important that such a thing can never happen again.	0.0	0.0	9.615384615384615	0.0
Global asbestos production rises to more than 30,000 tons annually.	The global asbestos production rises to more than 30,000 tonnes per year.	0.44000000000000006	0.2	40.829355716924454	32.14086279185118
Rodgers said when she was aged 13, after several operations to release her Achilles tendons and straighten out her feet, she took a peak at her medical notes when her consultant left the room which said that she suffered from FA.	Rodgers said that it realized at the age of 13 years its sick document after several operations to the relief of its Achillessehnen and stretching of its feet, when its physician had and read leave the room, that it suffered from FA.	0.5185185185185186	0.4444444444444444	60.0233109199989	50.00000000000002
It needs a formidable chairman - I hope it has found one.	She needs a considerable chairman - I hope she has found it.	0.3333333333333333	0.0	30.9101152569677	18.393972058572125
They get their name from the word "asbestiform" - which describes the fibrous structure which endows them with strength and flexibility.	The name comes from the word "Asbestiform", a description of the PVC, the fabric is durable and flexible.	0.0	0.0	0.0	0.0
Dr Wolfgang Schneider has, once again, consulted the Bischofsheim Archives, and asked elderly people from Unterweissenbrunn in order to find out what it has to do with the Geissruheiche.	Dr. Wolfgang Schneider has consulted the Bischofsheim archives and interviewed older people from among white, to discover the explanation it has with the Geißruheiche.	0.3833333333333333	0.16666666666666666	54.75608655691389	34.17202013581841
The military plays an important role in Pakistan and has taken power by force several times in the past.	The military plays an important role in Pakistan and has already more frequently geputscht.	0.38095238095238093	0.2857142857142857	43.45990671729003	33.826849159592044
Torsten Sjöberg (castle club) and Herbert Piffl (castle friends), both members of the board, confirmed this in answer to our newspaper's query.	Confirm that the club stands Torsten Invest (Castle) and Herbert Piffl (and friends) on demand of our newspaper.	0.25925925925925924	0.1111111111111111	32.77725699632697	20.75421601301603
A British woman says she spent many years thinking she was going to die after a misdiagnosis.	A Briton says, it thought as consequence of a wrong diagnosis about many years that it would die.	0.3333333333333333	0.3333333333333333	61.63606646165092	33.33333333333335
I think you have something a lot less life threatening.	I believe that you have something far less lebensbedrohliches.	0.2	0.0	21.27439116775495	13.758030203727612
Smart ways to save on college textbooks	Clever ways to save in university teaching books	0.0	0.0	12.20538317422021	0.0
But what is the past for if not to learn from it -	But what is the past, if we do not learn from it -	1.0	1.0	100.0	100.00000000000004
Really, they've been trying to sell us the Internet of Things for our homes, for the last 20 years.	In fact, it is for some 20 years, above all, that we should let our house.	0.26666666666666666	0.0	26.9586461924837	20.217688657087788
Because the International Consumer Electronics Fair (IFA) in Berlin, once again showed us how incompetent we are when it comes to questions about technology.	Because it takes us are pressing for the Ifa am Funkturm again this week our absolute incompetence in matters of electronics in mind.	0.1	0.0	17.122881721511725	5.503212081491045
She was responsible for traditional cornerstones of Italian foreign policy such as the Middle East; became known for her preparatory work to the operation of NATO in Afghanistan, in which Italy has a participating contingent; and she promoted relations with the Social Democrats in Europe and with the Democrats in the USA.	She filled traditional emphases of Italian foreign policy as the Near East, became through studies the NATO insertion in Afghanistan, participated in the Italy with a troop contingent is, confessed maintained, the contacts to the social democrats in Europe and to the democrats in the USA.	0.5	0.42857142857142855	52.85950847609818	50.000000000000014
German economy as shrunk by 0.2 percent in spring	German economy to have shrunk by 0.2 per cent in the spring	0.6888888888888888	0.3333333333333333	78.82793892515006	54.76800150819984
Feminists take on race and police conduct post-Ferguson	Feminists criticise Polizeiverhalten race and after Ferguson	0.41666666666666663	0.25	42.114161084226566	37.50000000000001
Photos showing her shaking hands with Putin were received in Brussels with indignation, as was the fact that she invited the Kremlin chief to an economic summit in Milan in October.	Photos, that showed it with Putin in the Shake hand, were included in Brussels with rebellion, just as that it invited the Kremlin boss to a Milan for October economy summit.	0.4696969696969697	0.36363636363636365	58.87560339716649	45.45454545454547
Andrew Lawson was the kind of man whose force of personality could shake things up, even in a gargantuan organisation like the NHS.	Andrew Lawson was a man of the variety whose character changed things, even in such a gigantic organization as the NHS.	0.42857142857142855	0.42857142857142855	46.13884227234745	42.857142857142875
'I remember I was shouting to him 'Damir, run, run away' but again I was so sure he had not heard me.	``I remember that I shouted at him'Damir, lauf, lauf away '', but I was sure that he had not heard me.	0.2	0.0	33.87822758815342	7.986788803078405
But such complacency is misplaced.	But this complacency is inappropriate.	0.6666666666666666	0.0	72.08507000106871	36.78794411714425
Alyona, now ten, has no memory of the siege and has blossomed into a bright and happy girl, say neighbours.	Davie, now ten years old, does not remember the siege is to an intelligent and lucky girls grew up, neighbors say.	0.2833333333333333	0.16666666666666666	41.48637336059228	22.605459715722123
For most of us, mesothelioma has been an easy disease to ignore.	For most of us mesothelioma is a disease that is easy to ignore.	0.8333333333333333	0.5	64.8560782625477	68.39397205857215
After U.S. border patrol apprehended nearly 63,000 unaccompanied minors at the country's southwest border this year, immigration reform surfaced once again - this time as a women's issue.	After the US border police picked up almost 63,000 unaccompanied capella minors at the southwest border of the country this year, also the topic of the immigration reform goes again onto the surface - this time as a woman topic.	0.0	0.0	0.0	0.0
As I write this, my eye catches the spiral cable, which connects the handset to the telephone, and I'm thinking: Wow! How retro is that then?	As I write this, my view of the spiral cable that connects the listener with the phone, and I think: Boah how retro is this?	0.25	0.25	33.02336947380435	25.00000000000001
So, the people also have the buying power to afford German beer.	Therefore the people would possess also the buying power to be able to afford German beer.	1.0	1.0	100.0	100.00000000000004
You never saw his face, you just heard his voice: 'Stop the noise.	We never saw his face, only to hear his voice: 'listen to the noise.	0.611111111111111	0.0	74.7969218016056	42.505353469151736
He says this, of course, in a BOOMING voice.	He says this, natural with a THUNDERING voice	0.0	0.0	10.628230879422022	0.0
The house sale has sparked interest on social media, where some have enquired whether the pig is included in the sale.	The house was for sale of interest in social media, when some wondered whether the pig was included in the purchase price.	0.6	0.6	64.68725541703758	60.00000000000002
"And your thick head's the very reason I'm perversely attracted to you," she said...	"And your thick head is precisely the reason why I am perverse feel attracted to you," she said.	0.4	0.0	49.09823215795779	27.516060407455214
"That is a very good idea", Schäfer-Gümbel answered - the Chinese deputy minister, Li Jinjun, an intimate expert on Germany, nodded in agreement.	"This is a very good idea", said Saeed - Chinese Vice Minister Li Jinjun, an intimate knowledge of Germany, nodded.	0.4880952380952381	0.2857142857142857	52.536076072732904	39.20451430798347
Also, set your camera to match the type of photos or video you'll be shooting.	Put your camera on the photos or videos, which you want to capture.	0.3333333333333333	0.0	69.79664540894241	25.83868680248507
The negotiations have been scheduled to take place next Saturday, the Russian Minister of Energy, Alexander Nowak, said on Monday.	Negotiations are scheduled for next Saturday, the Russian Energy Minister Alexander Nowak said on Monday.	0.619047619047619	0.42857142857142855	63.33002354184161	53.06514397638231
For the benefit of the school, Richter nurtured a good relationship with the then Mayor, Ludwig Götz (CSU).	For the good of the school of judges as rector of a good relationship with the former mayor Ludwig Götz (CSU).	0.3888888888888889	0.3333333333333333	46.129203657656596	35.113695859984325
